Name,Bin Number,Preferred Bin,Product Class
ZUSANSR-332,20-27-2722-DY,No,Converted
ZUSANSR-332,20-28-2834-DY,Yes,Converted
ZUSANSR-336,FREIGHT-DY,Yes,Converted
ZUSANSR-336,U2L7-SW,Yes,Converted
ZUSANSR-433,S2L9-SW,No,Converted
ZUSANSR-433,U1L8-SW,Yes,Converted
ZUSANSR-44,26-11-200-DY,Yes,Converted
ZUSANSR-44,05-30-3019-DY,No,Converted
ZUSANSR-49,26-11-300-DY,No,Converted
ZUSANSR-49,16-32-3209-DY,Yes,Converted
ZUSANSR-49,26-11-400-DY,No,Converted
ZUSANSR-52,01-20-2025-DY,No,Converted
ZUSANSR-52,23-18-100-DY,Yes,Converted
ZUSANSR-64,ENDCAP 32-DY,Yes,Converted
ZUSANSR-64,23-09-200-DY,No,Converted
ZUSANSR-71,25-08-300-DY,Yes,Converted
ZUSANSR-71,25-08-400-DY,No,Converted
ZUSANSR-F-105,G5L1A-SW,Yes,Converted
ZUSANSR-F-105,F8L5B-SW,No,Converted
ZUSANSR-F-114,F3L2B-SW,Yes,Parent
ZUSANSR-F-114,H2L6-SW,No,Parent
ZUSANSR-F-115,H4L5-SW,Yes,Parent
ZUSANSR-F-115,F8L6-SW,No,Parent
ZUSANSR-F-216,FREIGHT-DY,Yes,Converted
ZUSANSR-F-216,X1L1-SW,Yes,Converted
ZUSANSR-F-9,Receiving-SW,Yes,Converted
ZUSANSR-F-9,03-26-2621-DY,Yes,Converted
ZUSANSR-FR-105,F5L2B-SW,Yes,Converted
ZUSANSR-FR-105,F5L2A-SW,No,Converted
ZUSANSR-FR-113,G3L3B-SW,Yes,Parent
ZUSANSR-FR-113,G3L3A-SW,No,Parent
ZUSANSR-FR-114,G8L3A-SW,Yes,Parent
ZUSANSR-FR-114,G8L3B-SW,No,Parent
ZUSANSR-FR-115,G1L4-SW,Yes,Parent
ZUSANSR-FR-115,G1L5B-SW,No,Parent
ZUSANSR-FR-261,G1L2B-SW,Yes,Parent
ZUSANSR-FR-261,G1L2A-SW,No,Parent
ZUSANSR-FR-262,G3L3B-SW,No,Parent
ZUSANSR-FR-262,G3L4A-SW,No,Parent
ZUSANSR-FR-262,G3L4B-SW,Yes,Parent
ZUSANSR-FR-263,F7L1B-SW,Yes,Parent
ZUSANSR-FR-263,F7L1A-SW,No,Parent
ZUSASSR-15,F8L2B-SW,Yes,Converted
ZUSASSR-15,F8L2A-SW,No,Converted
ZUSASSR-21,F8L2B-SW,Yes,Parent
ZUSASSR-21,F8L2A-SW,No,Parent
ZUSASSR-B-105,Receiving-SW,Yes,Converted
ZUSASSR-B-105,07-28-2815-DY,Yes,Converted
ZUSASSR-B-203,F5L6A-SW,No,Parent
ZUSASSR-B-203,H5L4C-SW,Yes,Parent
ZUSASSR-B-25,Receiving-SW,Yes,Converted
ZUSASSR-B-25,16-16H-H01-DY,Yes,Converted
